297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4279;Ratkovica;34315;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4280;Resnik;34310;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4281;Sesvete;34312;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4282;Srednje Selo;34310;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4283;Sulkovci;34310;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4284;Svilna;34310;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4285;Trapari;34310;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4286;Tulnik;34310;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4287;Vesela;34310;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4288;Viškovci;34310;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4289;Vrčin Dol;34310;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4290;Zagrađe;34310;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4291;Zarilac;34312;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4292;Alaginci;34000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4293;Bankovci;34000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4294;Crkveni Vrhovci;34000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4295;Ćosine Laze;34000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4296;Dervišaga;34000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4297;Donji Emovci;34000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4298;Drškovci;34000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4299;Emovački Lug;34000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4300;Golobrdci;34000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4301;Gornji Emovci;34000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4302;Gradski Vrhovci;34000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4303;Komušina;34000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4304;Krivaj;34000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4305;Kunovci;34000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4306;Laze Prnjavor;34000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4307;Marindvor;34000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4308;Mihaljevci;34000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4309;Nova Lipa;34000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4310;Novi Mihaljevci;34000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4311;Novi Štitnjak;34000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4312;Novo Selo;34000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4313;Požega;34000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4314;Seoci;34000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4315;Stara Lipa;34000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4316;Šeovci;34000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4317;Škrabutnik;34000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4318;Štitnjak;34000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4319;Turnić;34000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4320;Ugarci;34000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4321;Vasine Laze;34000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4322;Vidovci;34000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4323;Antunovac;34330;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4324;Biškupci;34330;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4325;Bratuljevci;34322;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4326;Doljanci;34330;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4327;Draga;34330;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4328;Gornji Vrhovci;34330;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4329;Kantrovci;34330;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4330;Klisa;34320;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4331;Lučinci;34322;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4332;MARKOVAC;34322;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4333;Milanovac;34322;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4334;Milivojevci;34322;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4335;Nježić                   ;34320;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4336;Oljasi;34322;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4337;Ozdakovci;34322;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4338;Poljanska;34330;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4339;Potočani;34330;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4340;Radovanci;34330;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4341;Smoljanovci;34322;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4342;Stražeman;34330;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4343;Toranj;34330;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4344;Trenkovo;34330;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4345;Trnovac;34330;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;12;POŽEŠKO-SLAVONSKA;;True;4346;Velika;34330;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3103;Bakar;51222;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3104;Hreljin;51226;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3105;Krasica;51224;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3106;Kukuljanovo;51223;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;6803;Meja Gaj;51226;Vrijedi do 2002;False
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3107;Plosna;51223;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3108;Ponikve;51223;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3109;Praputnjak;51225;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;6818;Ružić Selo;51226;Vrijedi do 2002;False
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3110;Škrljevo;51223;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3111;Zlobin;51324;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3112;Baška;51523;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3113;Batomalj;51523;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3114;Draga Bašćanska;51522;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3115;Jurandvor;51523;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3116;Brod Moravice;51312;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3117;Colnari;51312;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3118;Čučak;51312;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3119;Delači;51312;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3120;Doluš;51312;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3121;Donja Dobra;51312;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3122;Donja Lamana Draga;51312;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3123;Donji Šajn;51312;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3124;Donji Šehovac;51312;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3125;Goliki;51312;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3126;Gornja Lamana Draga;51312;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3127;Gornji Kuti;51312;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3128;Gornji Šajn;51312;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3129;Gornji Šehovac;51312;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3130;Goršeti;51312;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;6747;Kavrani;51312;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3131;Klepeće Selo;51312;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3132;Kocijani;51312;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3133;Lokvica;51312;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3134;Maklen;51312;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3135;Male Drage;51312;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3136;Moravička Sela;51312;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3137;Naglići;51312;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3138;Nove Hiže;51312;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3139;Novi Lazi;51312;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3140;Pauci;51312;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3141;Planica;51312;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3142;Podgorani;51312;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3143;Podstene;51312;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3144;Razdrto;51312;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3145;Smišljak;51312;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3146;Stari Lazi;51312;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3147;Šepci Podstenski;51312;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3148;Šimatovo;51312;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3149;Vele Drage;51312;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3150;Zahrt;51312;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3151;Zavrh;51312;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3152;Završje;51312;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3153;Beli;51559;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3154;Cres;51557;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3155;Dragozetići;51557;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3156;Filozići;51557;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3157;Grmov;51556;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3158;Ivanje;51559;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3159;Loznati;51557;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3160;Lubenice;51557;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3161;Mali Podol;51557;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3162;Martinšćica;51556;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3163;Merag;51557;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3164;Miholašćica;51556;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3165;Orlec;51557;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3166;Pernat;51557;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;6748;Porozina;51557;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3168;Predošćica;51557;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3169;Stanić;51557;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3170;Stivan                   ;51555;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3167;Sveti Petar;51559;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3171;Valun;51557;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3172;Važminec;51559;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3173;Vidovići;51556;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3174;Vodice;51557;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3175;Vrana;51557;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3176;Zbičina;51557;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3177;Zbišina;51557;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;6768;Benići;51260;Vrijedi do 2002;False
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3178;Crikvenica;51260;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;6775;Dolac Crikvenički;51260;Vrijedi do 2002;False
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;6778;Draga Crikvenička;51260;Vrijedi do 2002;False
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3179;Dramalj;51265;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3180;Jadranovo;51264;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;6790;Katun;51264;Vrijedi do 2002;False
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;6793;Kloštar Šiljevički;51264;Vrijedi do 2002;False
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;6798;Kotor;51260;Vrijedi do 2002;False
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;6800;Ladvić;51260;Vrijedi do 2002;False
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3181;Selce;51266;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;6821;Smokovo;51264;Vrijedi do 2002;False
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;6822;Sopaljska;51260;Vrijedi do 2002;False
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;6830;Šupera;51260;Vrijedi do 2002;False
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;6833;Zoričići;51260;Vrijedi do 2002;False
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3182;Bazli;51307;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3183;Brinjeva Draga;51305;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3184;Crni Lazi;51305;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3185;Čabar;51306;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3186;Donji Žagari;51303;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3187;Fažonci;51303;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3188;Ferbežari;51305;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3189;Gerovo;51304;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3190;Gerovski Kraj;51304;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3191;Gorači;51306;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3192;Gornji Žagari;51306;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3193;Hrib;51304;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3194;Kamenski Hrib;51303;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3195;Kozji Vrh;51307;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3196;Kraljev Vrh;51305;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3197;Kranjci;51307;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;13;PRIMORSKO-GORANSKA;;True;3198;Lautari;51307;;True
